date,country_territory_area,total_confirmed_cases,total_confirmed_new_cases,total_deaths,total_new_deaths
2020/05/17,RussianFederation,281752,9709,2631,94
2020/05/17,Rwanda,289,2,0,0
2020/05/17,Réunion,443,2,0,0
2020/05/17,SaintBarthélemy,6,0,0,0
2020/05/17,SaintKittsandNevis,15,0,0,0
2020/05/17,SaintLucia,18,0,0,0
2020/05/17,SaintMartin,39,0,3,0
2020/05/17,SaintPierreandMiquelon,1,0,0,0
2020/05/17,SaintVincentandtheGrenadines,17,0,0,0
2020/05/17,SanMarino,652,0,41,0
2020/05/17,SaudiArabia,52016,2840,302,10
2020/05/17,Senegal,2429,119,25,2
2020/05/17,Serbia,10496,58,228,3
2020/05/17,Seychelles,11,0,0,0
2020/05/17,SierraLeone,462,15,29,2
2020/05/17,Singapore,27356,465,22,1
2020/05/17,SintMaarten,78,0,15,0
2020/05/17,Slovakia,1493,13,28,1
2020/05/17,Slovenia,1465,0,103,0
2020/05/17,Somalia,1357,73,55,2
2020/05/17,SouthSudan,231,0,1,0
2020/05/17,Spain,230698,515,27563,104
2020/05/17,SriLanka,960,25,9,0
2020/05/17,Sudan,2289,325,97,6
2020/05/17,Suriname,10,0,1,0
2020/05/17,Sweden,29677,470,3674,28
2020/05/17,Switzerland,30489,58,1601,7
2020/05/17,SyrianArabRepublic,51,1,3,0
2020/05/17,SãoToméandPríncipe,169,3,7,0
2020/05/17,Tajikistan,1322,204,39,3
2020/05/17,Thailand,3028,3,56,0
2020/05/17,TheUnitedKingdom,240165,3450,34466,468
2020/05/17,Timor-Leste,24,0,0,0
2020/05/17,Togo,298,35,11,0
2020/05/17,TrinidadandTobago,116,0,8,0
2020/05/17,Tunisia,1037,2,45,0
2020/05/17,Turkey,148067,1610,4096,41
2020/05/17,TurksandCaicosIslands,12,0,1,0
2020/05/17,Uganda,227,24,0,0
2020/05/17,Ukraine,18291,433,514,17
2020/05/17,UnitedArabEmirates,22627,796,214,4
2020/05/17,UnitedRepublicofTanzania,509,0,21,0
2020/05/17,UnitedStatesVirginIslands,69,0,6,0
2020/05/17,Uruguay,732,8,19,0
2020/05/17,Uzbekistan,2741,50,11,0
2020/05/17,Venezuela(BolivarianRepublicof),504,49,10,0
2020/05/17,VietNam,318,5,0,0
2020/05/17,Yemen,126,18,19,3
2020/05/17,Zambia,679,11,7,0
2020/05/17,Zimbabwe,44,2,4,0
2020/05/18,Afghanistan,7072,437,173,4
2020/05/18,Albania,948,2,31,0
2020/05/18,Algeria,7019,198,548,6
2020/05/18,Andorra,761,0,51,0
2020/05/18,Angola,48,0,2,0
2020/05/18,Anguilla,3,0,0,0
2020/05/18,AntiguaandBarbuda,25,0,3,0
2020/05/18,Argentina,7805,326,366,3
2020/05/18,Armenia,4823,351,61,1
2020/05/18,Aruba,101,0,3,0
2020/05/18,Australia,7045,9,98,0
2020/05/18,Austria,16154,14,629,1
2020/05/18,Azerbaijan,3274,136,39,3
2020/05/18,Bahamas,96,0,11,0
2020/05/18,Bahrain,6930,183,12,0
2020/05/18,Bangladesh,22268,1273,328,14
2020/05/18,Barbados,86,1,7,0
2020/05/18,Belarus,29650,969,165,5
2020/05/18,Belgium,55280,291,9052,47
2020/05/18,Belize,18,0,2,0
2020/05/18,Benin,339,0,2,0
2020/05/18,Bermuda,123,0,9,0
2020/05/18,Bhutan,21,0,0,0
2020/05/18,Bolivia(PlurinationalStateof),3826,249,165,1
2020/05/18,"Bonaire,SintEustatiusandSaba",6,0,0,0
2020/05/18,Botswana,25,0,1,0
2020/05/18,Brazil,233142,14919,15633,816
2020/05/18,BritishVirginIslands,8,0,1,0
2020/05/18,Bulgaria,2235,24,110,2
2020/05/18,BurkinaFaso,796,14,51,0
2020/05/18,Burundi,42,15,1,0
2020/05/18,CaboVerde,328,0,3,0
2020/05/18,Cameroon,3047,0,139,0
2020/05/18,Canada,76204,1211,5702,107
2020/05/18,CaymanIslands,94,0,1,0
2020/05/18,CentralAfricanRepublic,327,26,0,0
2020/05/18,Chad,503,29,53,3
2020/05/18,Chile,43781,2353,450,29
2020/05/18,China,84494,10,4645,0
2020/05/18,Colombia,14939,723,562,16
2020/05/18,Comoros,11,0,1,0
2020/05/18,Congo,410,19,15,0
2020/05/18,CostaRica,853,10,10,2
2020/05/18,Croatia,2226,2,95,0
2020/05/18,Cuba,1872,10,79,0
2020/05/18,Curaçao,16,0,1,0
2020/05/18,Cyprus,916,2,17,0
2020/05/18,Czechia,8475,20,298,2
2020/05/18,Côted’Ivoire,2109,48,27,2
2020/05/18,DemocraticRepublicoftheCongo,1454,0,60,0
2020/05/18,Denmark,10927,69,547,4
2020/05/18,Djibouti,1401,70,4,0
2020/05/18,Dominica,16,0,0,0
2020/05/18,DominicanRepublic,12314,204,428,0
2020/05/18,Ecuador,32723,1256,2688,94
2020/05/18,Egypt,12229,510,630,18
2020/05/18,ElSalvador,1338,73,27,2
2020/05/18,EquatorialGuinea,719,29,7,0
2020/05/18,Eritrea,39,0,0,0
2020/05/18,Estonia,1774,4,63,0
2020/05/18,Eswatini,203,1,2,0
2020/05/18,Ethiopia,317,11,5,0
2020/05/18,FalklandIslands(Malvinas),13,0,0,0
2020/05/18,FaroeIslands,187,0,0,0
2020/05/18,Finland,6347,61,298,1
2020/05/18,France,140036,28,28059,481
2020/05/18,FrenchGuiana,197,8,1,0
2020/05/18,Gabon,1320,0,11,0
2020/05/18,Gambia,24,1,1,0
2020/05/18,Georgia,701,6,12,0
2020/05/18,Germany,174697,342,7935,21
2020/05/18,Ghana,5735,0,29,0
2020/05/18,Gibraltar,147,0,0,0
2020/05/18,Greece,2834,15,163,1
2020/05/18,Greenland,11,0,0,0
2020/05/18,Grenada,22,0,0,0
2020/05/18,Guadeloupe,155,0,13,0
2020/05/18,Guatemala,1763,120,33,3
2020/05/18,Guernsey,252,0,13,0
2020/05/18,Guinea,2727,69,16,0
2020/05/18,Guinea-Bissau,990,77,4,1
2020/05/18,Guyana,117,1,10,0
2020/05/18,Haiti,358,48,20,0
2020/05/18,HolySee,12,0,0,0
2020/05/18,Honduras,2565,105,138,4
2020/05/18,Hungary,3535,26,462,0
2020/05/18,Iceland,1802,0,10,0
2020/05/18,India,96169,5242,3029,157
2020/05/18,Indonesia,17514,489,1148,59
2020/05/18,Iran(IslamicRepublicof),120198,1806,6988,51
2020/05/18,Iraq,3404,144,123,2
2020/05/18,Ireland,24112,64,1543,10
2020/05/18,IsleofMan,335,1,24,0
2020/05/18,Israel,16607,-1,271,3
2020/05/18,Italy,225435,675,31908,145
2020/05/18,Jamaica,517,6,9,0
2020/05/18,Japan,16305,20,749,5
2020/05/18,Jersey,297,0,27,0
2020/05/18,Jordan,613,6,9,0
2020/05/18,Kazakhstan,6440,283,34,0
2020/05/18,Kenya,887,57,50,0
2020/05/18,Kosovo,955,11,29,0
2020/05/18,Kuwait,14850,1048,112,5
2020/05/18,Kyrgyzstan,1216,78,14,0
2020/05/18,Latvia,1008,11,19,0
2020/05/18,Lebanon,911,9,26,0
2020/05/18,Lesotho,1,0,0,0
2020/05/18,Liberia,226,3,21,1
2020/05/18,Libya,65,0,3,0
2020/05/18,Liechtenstein,83,0,1,0
2020/05/18,Lithuania,1541,7,56,1
2020/05/18,Luxembourg,3945,15,107,3
2020/05/18,Madagascar,304,21,1,1
2020/05/18,Malawi,70,5,3,0
2020/05/18,Malaysia,6894,22,113,0
2020/05/18,Maldives,1094,16,4,0
2020/05/18,Mali,860,25,52,4
2020/05/18,Malta,553,7,6,0
2020/05/18,Martinique,192,0,14,0
2020/05/18,Mauritania,62,22,4,0
2020/05/18,Mauritius,332,0,10,0
2020/05/18,Mayotte,1342,84,18,2
2020/05/18,Mexico,47144,2112,5045,278
2020/05/18,Monaco,96,0,1,0
2020/05/18,Montenegro,324,0,9,0
2020/05/18,Montserrat,11,0,1,0
2020/05/18,Morocco,6870,129,192,0
2020/05/18,Mozambique,137,8,0,0
2020/05/18,Myanmar,187,5,6,0
2020/05/18,Namibia,16,0,0,0
2020/05/18,Nepal,304,13,2,1
2020/05/18,Netherlands,43995,125,5680,10
2020/05/18,Nicaragua,25,0,8,0
2020/05/18,Niger,904,15,54,3
2020/05/18,Nigeria,5959,338,182,6
2020/05/18,NorthMacedonia,1792,30,101,3
2020/05/18,Norway,8197,0,232,0
2020/05/18,Oman,5379,193,23,1
2020/05/18,Pakistan,42125,1974,903,30
2020/05/18,Panama,9449,181,269,3
2020/05/18,Peru,88541,4046,2523,131
2020/05/18,Philippines,12513,208,824,7
2020/05/18,Poland,18529,272,925,10
2020/05/18,Portugal,29036,226,1218,15
2020/05/18,PuertoRico,2646,57,123,1
2020/05/18,Qatar,32604,1632,15,0
2020/05/18,RepublicofKorea,11065,15,263,1
2020/05/18,RepublicofMoldova,6060,126,211,2
2020/05/18,Romania,16871,167,1097,16
2020/05/18,RussianFederation,290678,8926,2722,91
2020/05/18,Rwanda,292,3,0,0
2020/05/18,Réunion,443,0,0,0
2020/05/18,SaintBarthélemy,6,0,0,0
2020/05/18,SaintKittsandNevis,15,0,0,0
2020/05/18,SaintLucia,18,0,0,0
2020/05/18,SaintMartin,39,0,3,0
2020/05/18,SaintPierreandMiquelon,1,0,0,0
2020/05/18,SaintVincentandtheGrenadines,17,0,0,0
2020/05/18,SanMarino,668,16,41,0
2020/05/18,SaudiArabia,54752,2736,312,10
2020/05/18,Senegal,2480,51,25,0
2020/05/18,Serbia,10610,114,230,2
2020/05/18,Seychelles,11,0,0,0
2020/05/18,SierraLeone,505,43,32,3
2020/05/18,Singapore,28038,682,22,0
2020/05/18,SintMaarten,78,0,15,0
2020/05/18,Slovakia,1494,1,28,0
2020/05/18,Slovenia,1466,1,104,1
2020/05/18,Somalia,1421,64,56,1
2020/05/18,SouthAfrica,15515,1160,264,3
2020/05/18,SouthSudan,282,51,4,3
2020/05/18,Spain,231350,652,27650,87
2020/05/18,SriLanka,981,21,9,0
2020/05/18,Sudan,2591,302,105,8
2020/05/18,Suriname,10,0,1,0
2020/05/18,Sweden,30143,466,3679,5
2020/05/18,Switzerland,30504,15,1602,1
2020/05/18,SyrianArabRepublic,58,7,3,0
2020/05/18,SãoToméandPríncipe,169,0,7,0
2020/05/18,Tajikistan,1322,0,39,0
2020/05/18,Thailand,3031,3,56,0
2020/05/18,TheUnitedKingdom,243699,3534,34636,170
2020/05/18,Timor-Leste,24,0,0,0
2020/05/18,Togo,301,3,11,0
2020/05/18,TrinidadandTobago,116,0,8,0
2020/05/18,Tunisia,1037,0,45,0
2020/05/18,Turkey,149435,1368,4140,44
2020/05/18,TurksandCaicosIslands,12,0,1,0
2020/05/18,Uganda,227,0,0,0
2020/05/18,Ukraine,18616,325,535,21
2020/05/18,UnitedArabEmirates,23358,731,220,6
2020/05/18,UnitedRepublicofTanzania,509,0,21,0
2020/05/18,UnitedStatesVirginIslands,69,0,6,0
2020/05/18,Uruguay,734,2,19,0
2020/05/18,Uzbekistan,2762,21,12,1
2020/05/18,Venezuela(BolivarianRepublicof),541,37,10,0
2020/05/18,Yemen,132,6,21,2
2020/05/18,Zambia,753,74,7,0
2020/05/18,Zimbabwe,44,0,4,0
2020/05/19,Afghanistan,7655,583,177,4
2020/05/19,Albania,948,0,31,0
2020/05/19,Algeria,7201,182,555,7
2020/05/19,Andorra,761,0,51,0
2020/05/19,Angola,50,2,2,0
2020/05/19,Anguilla,3,0,0,0
2020/05/19,AntiguaandBarbuda,25,0,3,0
2020/05/19,Argentina,8068,263,373,7
2020/05/19,Armenia,5041,218,64,3
2020/05/19,Aruba,101,0,3,0
2020/05/19,Australia,7060,15,99,1
2020/05/19,Austria,16179,25,629,0
2020/05/19,Azerbaijan,3387,113,40,1
2020/05/19,Bahamas,96,0,11,0
2020/05/19,Bahrain,7184,254,12,0
2020/05/19,Bangladesh,23870,1602,349,21
2020/05/19,Barbados,88,2,7,0
2020/05/19,Belarus,30572,922,171,6
2020/05/19,Belgium,55559,279,9080,28
2020/05/19,Belize,18,0,2,0
2020/05/19,Benin,129,-210,2,0
2020/05/19,Bermuda,123,0,9,0
2020/05/19,Bhutan,21,0,0,0
2020/05/19,Bolivia(PlurinationalStateof),4088,262,169,4
2020/05/19,"Bonaire,SintEustatiusandSaba",6,0,0,0
2020/05/19,BosniaandHerzegovina,2303,14,132,0
2020/05/19,Botswana,25,0,1,0
2020/05/19,Brazil,241080,7938,16118,485
2020/05/19,BritishVirginIslands,8,0,1,0
2020/05/19,Bulgaria,2259,24,112,2
2020/05/19,BurkinaFaso,796,0,51,0
2020/05/19,Burundi,42,0,1,0
2020/05/19,CaboVerde,328,0,3,0
2020/05/19,Cameroon,3529,482,140,1
2020/05/19,Canada,77306,1102,5805,103
2020/05/19,CaymanIslands,94,0,1,0
2020/05/19,CentralAfricanRepublic,336,9,0,0
2020/05/19,Chad,519,16,54,1
2020/05/19,Chile,46059,2278,478,28
2020/05/19,China,84500,6,4645,0
2020/05/19,Colombia,15574,635,574,12
2020/05/19,Comoros,11,0,1,0
2020/05/19,Congo,414,4,15,0
2020/05/19,CostaRica,863,10,10,0
2020/05/19,Croatia,2228,2,95,0
2020/05/19,Cuba,1881,9,79,0
2020/05/19,Curaçao,16,0,1,0
2020/05/19,Cyprus,917,1,17,0
2020/05/19,Czechia,8586,111,297,-1
2020/05/19,Côted’Ivoire,2119,10,28,1
2020/05/19,DemocraticRepublicoftheCongo,1537,83,60,0
2020/05/19,Denmark,10968,41,548,1
2020/05/19,Djibouti,1518,117,7,3
2020/05/19,Dominica,16,0,0,0
2020/05/19,DominicanRepublic,12725,411,434,6
2020/05/19,Ecuador,33182,459,2736,48
2020/05/19,Egypt,12764,535,645,15
2020/05/19,ElSalvador,1413,75,30,3
2020/05/19,EquatorialGuinea,825,106,7,0
2020/05/19,Eritrea,39,0,0,0
2020/05/19,Estonia,1784,10,64,1
2020/05/19,Eswatini,205,2,2,0
2020/05/19,Ethiopia,352,35,5,0
2020/05/19,FalklandIslands(Malvinas),13,0,0,0
2020/05/19,FaroeIslands,187,0,0,0
2020/05/19,Finland,6380,33,300,2
2020/05/19,France,140497,461,28190,131
2020/05/19,FrenchGuiana,197,0,1,0
2020/05/19,Gabon,1432,112,11,0
2020/05/19,Gambia,24,0,1,0
2020/05/19,Georgia,702,1,12,0
2020/05/19,Germany,175210,513,8007,72
2020/05/19,Ghana,5735,0,29,0
2020/05/19,Gibraltar,147,0,0,0
2020/05/19,Greece,2836,2,165,2
2020/05/19,Greenland,11,0,0,0
2020/05/19,Grenada,22,0,0,0
2020/05/19,Guadeloupe,155,0,13,0
2020/05/19,Guatemala,1912,149,35,2
2020/05/19,Guernsey,252,0,13,0
2020/05/19,Guinea,2796,69,16,0
2020/05/19,Guinea-Bissau,1038,48,6,2
2020/05/19,Guyana,117,0,10,0
2020/05/19,Haiti,456,98,20,0
2020/05/19,HolySee,12,0,0,0
2020/05/19,Honduras,2646,81,142,4
2020/05/19,Hungary,3556,21,467,5
2020/05/19,Iceland,1802,0,10,0
2020/05/19,India,101139,4970,3163,134
2020/05/19,Indonesia,18010,496,1191,43
2020/05/19,Iran(IslamicRepublicof),122492,2294,7057,69
2020/05/19,Iraq,3554,150,127,4
2020/05/19,Ireland,24200,88,1547,4
2020/05/19,IsleofMan,335,0,24,0
2020/05/19,Israel,16621,14,272,1
2020/05/19,Italy,225886,451,32007,99
2020/05/19,Jamaica,520,3,9,0
2020/05/19,Japan,16365,60,763,14
2020/05/19,Jersey,302,5,27,0
2020/05/19,Jordan,629,16,9,0
2020/05/19,Kazakhstan,6751,311,35,1
2020/05/19,Kenya,912,25,50,0
2020/05/19,Kosovo,955,0,29,0
2020/05/19,Kuwait,15691,841,121,9
2020/05/19,Kyrgyzstan,1243,27,14,0
2020/05/19,Latvia,1009,1,19,0
2020/05/19,Lebanon,931,20,26,0
2020/05/19,Lesotho,1,0,0,0
2020/05/19,Liberia,229,3,22,1
2020/05/19,Libya,65,0,3,0
2020/05/19,Liechtenstein,83,0,1,0
2020/05/19,Lithuania,1547,6,59,3
2020/05/19,Luxembourg,3947,2,107,0
2020/05/19,Madagascar,322,18,1,0
2020/05/19,Malawi,70,0,3,0
2020/05/19,Malaysia,6941,47,113,0
2020/05/19,Maldives,1106,12,4,0
2020/05/19,Mali,874,14,52,0
2020/05/19,Malta,558,5,6,0
2020/05/19,Martinique,192,0,14,0
2020/05/19,Mauritania,81,19,4,0
2020/05/19,Mauritius,332,0,10,0
2020/05/19,Mayotte,1370,28,18,0
2020/05/19,Mexico,49219,2075,5177,132
2020/05/19,Monaco,96,0,1,0
2020/05/19,Montenegro,324,0,9,0
2020/05/19,Montserrat,11,0,1,0
2020/05/19,Morocco,6952,82,193,1
2020/05/19,Mozambique,145,8,0,0
2020/05/19,Myanmar,191,4,6,0
2020/05/19,Namibia,16,0,0,0
2020/05/19,Nepal,375,71,2,0
2020/05/19,Netherlands,44141,146,5694,14
2020/05/19,Nicaragua,25,0,8,0
2020/05/19,Niger,909,5,55,1
2020/05/19,Nigeria,6175,216,191,9
2020/05/19,NorthMacedonia,1817,25,104,3
2020/05/19,Norway,8249,52,233,1
2020/05/19,Oman,5671,292,26,3
2020/05/19,Pakistan,43966,1841,939,36
2020/05/19,Panama,9606,157,275,6
2020/05/19,Peru,92273,3732,2648,125
2020/05/19,Philippines,12718,205,831,7
2020/05/19,Poland,18885,356,936,11
2020/05/19,Portugal,29209,173,1231,13
2020/05/19,PuertoRico,2710,64,124,1
2020/05/19,Qatar,33969,1365,15,0
2020/05/19,RepublicofKorea,11078,13,263,0
2020/05/19,RepublicofMoldova,6138,78,219,8
2020/05/19,Romania,17036,165,1107,10
2020/05/19,RussianFederation,299941,9263,2837,115
2020/05/19,Rwanda,297,5,0,0
2020/05/19,Réunion,446,3,0,0
2020/05/19,SaintBarthélemy,6,0,0,0
2020/05/19,SaintKittsandNevis,15,0,0,0
2020/05/19,SaintLucia,18,0,0,0
2020/05/19,SaintMartin,39,0,3,0
2020/05/19,SaintPierreandMiquelon,1,0,0,0
2020/05/19,SaintVincentandtheGrenadines,17,0,0,0
2020/05/19,SanMarino,668,0,41,0
2020/05/19,SaudiArabia,57345,2593,329,17
2020/05/19,Senegal,2544,64,26,1
2020/05/19,Serbia,10699,89,231,1
2020/05/19,Seychelles,11,0,0,0
2020/05/19,SierraLeone,519,14,33,1
2020/05/19,Singapore,28343,305,22,0
2020/05/19,SintMaarten,78,0,15,0
2020/05/19,Slovakia,1495,1,28,0
2020/05/19,Slovenia,1466,0,104,0
2020/05/19,Somalia,1455,34,57,1
2020/05/19,SouthSudan,282,0,4,0
2020/05/19,Spain,231606,256,27709,59
2020/05/19,SriLanka,992,11,9,0
2020/05/19,Sudan,2591,0,105,0
2020/05/19,Suriname,11,1,1,0
2020/05/19,Sweden,30377,234,3698,19
2020/05/19,Switzerland,30514,10,1602,0
2020/05/19,SyrianArabRepublic,58,0,3,0
2020/05/19,SãoToméandPríncipe,165,-4,7,0
2020/05/19,Tajikistan,1729,407,44,5
2020/05/19,Thailand,3033,2,56,0
2020/05/19,TheUnitedKingdom,246410,2711,34796,160
2020/05/19,Timor-Leste,24,0,0,0
2020/05/19,Togo,330,29,12,1
2020/05/19,TrinidadandTobago,116,0,8,0
2020/05/19,Tunisia,1043,6,46,1
2020/05/19,Turkey,150593,1158,4171,31
2020/05/19,TurksandCaicosIslands,12,0,1,0
2020/05/19,Uganda,260,33,0,0
2020/05/19,Ukraine,18876,260,548,13
2020/05/19,UnitedArabEmirates,24171,813,227,7
2020/05/19,UnitedRepublicofTanzania,509,0,21,0
2020/05/19,UnitedStatesVirginIslands,69,0,6,0
2020/05/19,Uruguay,734,0,20,1
2020/05/19,Uzbekistan,2802,40,13,1
2020/05/19,Venezuela(BolivarianRepublicof),618,77,10,0
2020/05/19,Yemen,134,2,21,0
2020/05/19,Zambia,761,8,7,0
2020/05/19,Zimbabwe,46,2,4,0
2020/05/20,Afghanistan,8145,490,187,10
2020/05/20,Albania,964,16,31,0
2020/05/20,Algeria,7377,176,561,6
2020/05/20,Andorra,761,0,51,0
2020/05/20,Angola,52,2,3,1
2020/05/20,AntiguaandBarbuda,25,0,3,0
2020/05/20,Argentina,8371,303,382,9
2020/05/20,Armenia,5271,230,67,3
2020/05/20,Australia,7068,8,99,0
2020/05/20,Austria,16257,78,632,3
2020/05/20,Azerbaijan,3518,131,41,1
2020/05/20,Bahamas,96,0,11,0
2020/05/20,Bahrain,7532,348,12,0
2020/05/20,Bangladesh,25121,1251,370,21
2020/05/20,Barbados,88,0,7,0
2020/05/20,Belarus,31508,936,175,4
2020/05/20,Belgium,55791,232,9108,28
2020/05/20,Belize,18,0,2,0
2020/05/20,Benin,130,1,2,0
2020/05/20,Bhutan,21,0,0,0
2020/05/20,Bolivia(PlurinationalStateof),4263,175,174,5
2020/05/20,BosniaandHerzegovina,2319,16,133,1
2020/05/20,Botswana,25,0,1,0
2020/05/20,Brazil,254220,13140,16792,674
2020/05/20,BruneiDarussalam,141,0,1,0
2020/05/20,Bulgaria,2292,33,116,4
2020/05/20,BurkinaFaso,806,10,52,1
2020/05/20,Burundi,42,0,1,0
2020/05/20,CaboVerde,335,7,3,0
2020/05/20,Cambodia,122,0,0,0
2020/05/20,Cameroon,3529,0,140,0
2020/05/20,Canada,78499,1193,5857,52
2020/05/20,CentralAfricanRepublic,411,75,0,0
2020/05/20,Chad,545,26,56,2
2020/05/20,Chile,46059,0,478,0
2020/05/20,China,84505,5,4645,0
2020/05/20,Colombia,16295,721,592,18
2020/05/20,Comoros,34,23,1,0
2020/05/20,Congo,420,6,15,0
2020/05/20,CostaRica,882,19,10,0
2020/05/20,Croatia,2232,4,96,1
2020/05/20,Cuba,1887,6,79,0
2020/05/20,Cyprus,918,1,17,0
2020/05/20,Czechia,8647,61,302,5
2020/05/20,Côted’Ivoire,2153,34,28,0
2020/05/20,DemocraticRepublicoftheCongo,1730,193,60,0
2020/05/20,Denmark,11044,76,551,3
2020/05/20,Djibouti,1618,100,7,0
2020/05/20,Dominica,16,0,0,0
2020/05/20,DominicanRepublic,13223,498,441,7
2020/05/20,Ecuador,34151,969,2839,103
2020/05/20,Egypt,13484,720,659,14
2020/05/20,ElSalvador,1498,85,30,0
2020/05/20,EquatorialGuinea,890,65,7,0
2020/05/20,Eritrea,39,0,0,0
2020/05/20,Estonia,1791,7,64,0
2020/05/20,Eswatini,208,3,2,0
2020/05/20,Ethiopia,365,13,5,0
2020/05/20,FaroeIslands,187,0,0,0
2020/05/20,Fiji,18,0,0,0
2020/05/20,Finland,6399,19,301,1
2020/05/20,France,140959,462,27972,-218
2020/05/20,FrenchPolynesia,60,0,0,0
2020/05/20,Gabon,1502,70,12,1
2020/05/20,Gambia,24,0,1,0
2020/05/20,Georgia,713,11,12,0
2020/05/20,Germany,176007,797,8090,83
2020/05/20,Ghana,6096,361,31,2
2020/05/20,Gibraltar,147,0,0,0
2020/05/20,Greece,2840,4,165,0
2020/05/20,Greenland,11,0,0,0
2020/05/20,Grenada,22,0,0,0
2020/05/20,Guam,149,0,5,0
2020/05/20,Guatemala,2001,89,38,3
2020/05/20,Guernsey,252,0,13,0
2020/05/20,Guinea,2863,67,18,2
2020/05/20,Guinea-Bissau,1038,0,6,0
2020/05/20,Guyana,124,7,10,0
2020/05/20,Haiti,533,77,21,1
2020/05/20,HolySee,12,0,0,0
2020/05/20,Honduras,2798,152,146,4
2020/05/20,Hungary,3598,42,470,3
2020/05/20,Iceland,1802,0,10,0
2020/05/20,India,106750,5611,3303,140
2020/05/20,Indonesia,18496,486,1221,30
2020/05/20,Iran(IslamicRepublicof),0,62,124603,2111
2020/05/20,Iraq,3611,57,131,4
2020/05/20,Ireland,24251,51,1561,14
2020/05/20,IsleofMan,335,0,24,0
2020/05/20,Israel,16650,29,277,5
2020/05/20,Italy,226699,813,32169,162
2020/05/20,Jamaica,520,0,9,0
2020/05/20,Japan,16385,20,771,8
2020/05/20,Jersey,303,1,27,0
2020/05/20,Jordan,649,20,9,0
2020/05/20,Kazakhstan,6969,218,35,0
2020/05/20,Kenya,963,51,50,0
2020/05/20,Kosovo,989,34,29,0
2020/05/20,Kuwait,16764,1073,121,0
2020/05/20,Kyrgyzstan,1270,27,14,0
2020/05/20,LaoPeople'sDemocraticRepublic,19,0,0,0
2020/05/20,Latvia,1012,3,21,2
2020/05/20,Lebanon,954,23,26,0
2020/05/20,Lesotho,1,0,0,0
2020/05/20,Liberia,233,4,23,1
2020/05/20,Libya,68,3,3,0
2020/05/20,Liechtenstein,83,0,1,0
2020/05/20,Lithuania,1562,15,60,1
2020/05/20,Luxembourg,3958,11,109,2
2020/05/20,Madagascar,326,4,2,1
2020/05/20,Malawi,71,1,3,0
2020/05/20,Malaysia,6978,37,114,1
2020/05/20,Maldives,1143,37,4,0
2020/05/20,Mali,901,27,53,1
2020/05/20,Malta,560,2,6,0
2020/05/20,Mauritania,131,50,4,0
2020/05/20,Mauritius,332,0,10,0
2020/05/20,Mayotte,1419,49,19,1
2020/05/20,Mexico,51633,2414,5332,155
2020/05/20,Monaco,96,0,1,0
2020/05/20,Mongolia,140,0,0,0
2020/05/20,Montenegro,324,0,9,0
2020/05/20,Morocco,7023,71,193,0
2020/05/20,Mozambique,146,1,0,0
2020/05/20,Myanmar,193,2,6,0
2020/05/20,Namibia,16,0,0,0
2020/05/20,Nepal,402,27,2,0
2020/05/20,Netherlands,44249,108,5715,21
2020/05/20,NewZealand,1153,0,21,0
2020/05/20,Nicaragua,25,0,8,0
2020/05/20,Niger,914,5,55,0
2020/05/20,Nigeria,6401,226,192,1
2020/05/20,NorthMacedonia,1839,22,106,2
2020/05/20,Norway,8257,8,233,0
2020/05/20,Oman,5671,0,27,1
2020/05/20,Pakistan,0,46,45184,1218
2020/05/20,Panama,9726,120,279,4
2020/05/20,PapuaNewGuinea,8,0,0,0
2020/05/20,Paraguay,829,41,11,0
2020/05/20,Peru,94933,2660,2789,141
2020/05/20,Philippines,12942,224,837,6
2020/05/20,Poland,19268,383,948,12
2020/05/20,Portugal,29432,223,1247,16
2020/05/20,PuertoRico,0,0,2805,95
2020/05/20,Qatar,0,0,35606,1637
2020/05/20,RepublicofKorea,11110,32,263,0
2020/05/20,RepublicofMoldova,6340,202,224,5
2020/05/20,Romania,17191,155,1126,19
2020/05/20,RussianFederation,308705,8764,2972,135
2020/05/20,Rwanda,308,11,0,0
2020/05/20,Réunion,446,0,0,0
2020/05/20,SaintKittsandNevis,15,0,0,0
2020/05/20,SaintLucia,18,0,0,0
2020/05/20,SaintVincentandtheGrenadines,17,0,0,0
2020/05/20,SanMarino,668,0,41,0
2020/05/20,SaudiArabia,0,0,59854,2509
2020/05/20,Senegal,2617,73,30,4
2020/05/20,Serbia,10733,34,234,3
2020/05/20,Seychelles,11,0,0,0
2020/05/20,SierraLeone,534,15,33,0
2020/05/20,Singapore,28794,451,22,0
2020/05/20,Slovakia,1495,0,28,0
2020/05/20,Slovenia,1467,1,104,0
2020/05/20,Somalia,1502,47,59,2
2020/05/20,SouthSudan,282,0,4,0
2020/05/20,Spain,232037,431,27778,69
2020/05/20,SriLanka,1027,35,9,0
2020/05/20,Subtotalforallregions,4788493,77375,318776,3318
2020/05/20,Sudan,2728,137,111,6
2020/05/20,Suriname,11,0,1,0
2020/05/20,Sweden,30799,422,3743,45
2020/05/20,Switzerland,30535,21,1613,11
2020/05/20,SyrianArabRepublic,58,0,3,0
2020/05/20,SãoToméandPríncipe,165,0,7,0
2020/05/20,Tajikistan,1936,207,44,0
2020/05/20,Thailand,3034,1,56,0
2020/05/20,TheUnitedKingdom,248822,2412,35341,545
2020/05/20,Timor-Leste,24,0,0,0
2020/05/20,Togo,338,8,12,0
2020/05/20,TrinidadandTobago,116,0,8,0
