date,country_territory_area,total_confirmed_cases,total_confirmed_new_cases,total_deaths,total_new_deaths
2020/03/27,Algeria,305,41,21,4
2020/03/27,Anguilla,2,2,0,0
2020/03/27,AntiguaandBarbuda,3,0,0,0
2020/03/27,Argentina,502,115,8,2
2020/03/27,Aruba,19,0,0,0
2020/03/27,Australia,2985,186,13,2
2020/03/27,Austria,7029,1141,52,18
2020/03/27,Bahamas,5,0,0,0
2020/03/27,Bahrain,458,39,4,0
2020/03/27,Bangladesh,48,9,5,1
2020/03/27,Barbados,18,0,0,0
2020/03/27,Belgium,6235,1298,220,42
2020/03/27,Belize,2,0,0,0
2020/03/27,Benin,6,1,0,0
2020/03/27,Bermuda,7,0,0,0
2020/03/27,Bhutan,3,1,0,0
2020/03/27,Brazil,2433,0,57,0
2020/03/27,BritishVirginIslands,2,2,0,0
2020/03/27,BruneiDarussalam,114,5,0,0
2020/03/27,BurkinaFaso,146,0,3,0
2020/03/27,Cambodia,98,2,0,0
2020/03/27,Cameroon,75,5,1,0
2020/03/27,Canada,3555,146,35,0
2020/03/27,CaymanIslands,8,0,1,0
2020/03/27,Chile,1306,164,4,1
2020/03/27,China,82078,117,3298,5
2020/03/27,Colombia,470,0,4,0
2020/03/27,CostaRica,201,0,2,0
2020/03/27,Cuba,67,10,1,0
2020/03/27,Curaçao,7,1,1,0
2020/03/27,Czechia,2062,408,9,3
2020/03/27,Côted’Ivoire,80,0,0,0
2020/03/27,Denmark,1877,153,41,7
2020/03/27,Djibouti,12,0,0,0
2020/03/27,Dominica,11,4,0,0
2020/03/27,DominicanRepublic,488,96,10,0
2020/03/27,Ecuador,1211,0,29,0
2020/03/27,Egypt,495,39,24,3
2020/03/27,ElSalvador,13,0,0,0
2020/03/27,EquatorialGuinea,6,0,0,0
2020/03/27,Eritrea,6,2,0,0
2020/03/27,Eswatini,6,2,0,0
2020/03/27,Ethiopia,12,0,0,0
2020/03/27,FaroeIslands,140,8,0,0
2020/03/27,Fiji,5,0,0,0
2020/03/27,Finland,958,78,4,1
2020/03/27,France,28786,3866,1695,364
2020/03/27,FrenchPolynesia,30,5,0,0
2020/03/27,Gabon,6,0,1,0
2020/03/27,Germany,42288,5780,253,55
2020/03/27,Ghana,132,64,3,1
2020/03/27,Gibraltar,35,9,0,0
2020/03/27,Grandtotal,509164,23335,46484,2501
2020/03/27,Greece,892,71,26,4
2020/03/27,Greenland,6,1,0,0
2020/03/27,Grenada,7,6,0,0
2020/03/27,Guadeloupe,76,0,0,0
2020/03/27,Guam,45,8,1,0
2020/03/27,Guatemala,24,0,1,0
2020/03/27,Guernsey,34,4,0,0
2020/03/27,Guyana,5,0,1,0
2020/03/27,Haiti,8,0,0,0
2020/03/27,Honduras,52,0,1,1
2020/03/27,Iceland,802,65,2,0
2020/03/27,India,724,75,17,4
2020/03/27,Indonesia,893,103,78,20
2020/03/27,Iraq,382,36,36,7
2020/03/27,Ireland,1819,255,19,10
2020/03/27,IsleofMan,26,3,0,0
2020/03/27,Israel,3035,666,10,5
2020/03/27,Italy,80539,6153,8165,660
2020/03/27,Jamaica,26,0,1,0
2020/03/27,Japan,1387,96,46,1
2020/03/27,Jersey,32,14,1,1
2020/03/27,Jordan,212,40,0,0
2020/03/27,Kenya,25,0,1,1
2020/03/27,Kosovo,79,8,1,0
2020/03/27,Kuwait,208,0,0,0
2020/03/27,Lebanon,368,35,6,2
2020/03/27,Libya,1,0,0,0
2020/03/27,Luxembourg,1453,120,9,1
2020/03/27,Madagascar,24,5,0,0
2020/03/27,Malaysia,2031,235,23,4
2020/03/27,Maldives,13,0,0,0
2020/03/27,Martinique,66,0,1,0
2020/03/27,Mauritius,81,34,2,0
2020/03/27,Mexico,478,0,5,0
2020/03/27,Mongolia,11,1,0,0
2020/03/27,Montserrat,2,0,0,0
2020/03/27,Morocco,275,50,10,4
2020/03/27,Myanmar,5,2,0,0
2020/03/27,Namibia,8,3,0,0
2020/03/27,Nepal,3,0,0,0
2020/03/27,Netherlands,7431,1019,434,78
2020/03/27,NewCaledonia,14,0,0,0
2020/03/27,NewZealand,338,76,0,0
2020/03/27,Nicaragua,2,0,0,0
2020/03/27,Niger,10,8,1,1
2020/03/27,Nigeria,65,19,1,0
2020/03/27,Norway,3156,240,14,2
2020/03/27,Oman,109,10,0,0
2020/03/27,Pakistan,1057,0,8,0
2020/03/27,Panama,558,0,8,0
2020/03/27,PapuaNewGuinea,1,0,0,0
2020/03/27,Paraguay,41,0,3,0
2020/03/27,Peru,580,100,9,0
2020/03/27,Philippines,707,71,45,7
2020/03/27,Poland,1221,170,16,2
2020/03/27,Portugal,3544,549,60,17
2020/03/27,PuertoRico,64,13,2,0
2020/03/27,Qatar,549,12,0,0
2020/03/27,RepublicofKorea,9332,91,139,8
2020/03/27,Romania,1029,123,17,4
2020/03/27,RussianFederation,1036,196,3,1
2020/03/27,Rwanda,50,9,0,0
2020/03/27,SaintBarthélemy,3,0,0,0
2020/03/27,SaintKittsandNevis,2,0,0,0
2020/03/27,SaintLucia,3,0,0,0
2020/03/27,SaintMartin,11,0,0,0
2020/03/27,SaudiArabia,1012,112,3,1
2020/03/27,Senegal,105,6,0,0
2020/03/27,Seychelles,7,0,0,0
2020/03/27,Singapore,683,52,2,0
2020/03/27,SintMaarten,2,0,0,0
2020/03/27,Slovenia,577,49,5,1
2020/03/27,Somalia,3,1,0,0
2020/03/27,SouthAfrica,927,218,0,0
2020/03/27,Spain,56188,8578,4089,655
2020/03/27,SriLanka,106,4,0,0
2020/03/27,Sudan,3,0,1,0
2020/03/27,Suriname,7,0,0,0
2020/03/27,Sweden,2806,296,66,24
2020/03/27,Switzerland,10714,1000,161,58
2020/03/27,SyrianArabRepublic,5,0,0,0
2020/03/27,Thailand,1136,202,5,1
2020/03/27,TheUnitedKingdom,11662,2129,578,115
2020/03/27,Timor-Leste,1,0,0,0
2020/03/27,Togo,24,1,0,0
2020/03/27,TrinidadandTobago,61,1,1,0
2020/03/27,Tunisia,197,24,5,0
2020/03/27,Turkey,3629,1196,75,16
2020/03/27,Uganda,14,0,0,0
2020/03/27,UnitedArabEmirates,333,0,2,0
2020/03/27,Uruguay,217,0,0,0
2020/03/27,VietNam,153,12,0,0
2020/03/28,Afghanistan,106,26,2,0
2020/03/28,Algeria,367,62,25,4
2020/03/28,America,85228,16894,1243,252
2020/03/28,Anguilla,2,0,0,0
2020/03/28,AntiguaandBarbuda,7,4,0,0
2020/03/28,Argentina,589,87,12,4
2020/03/28,Aruba,28,9,0,0
2020/03/28,Australia,3635,650,14,1
2020/03/28,Austria,7697,668,68,16
2020/03/28,Bahamas,9,4,0,0
2020/03/28,Bahrain,473,15,4,0
2020/03/28,Bangladesh,48,0,5,0
2020/03/28,Barbados,24,6,0,0
2020/03/28,Belgium,7284,1049,289,69
2020/03/28,Belize,2,0,0,0
2020/03/28,Bermuda,15,8,0,0
2020/03/28,Bhutan,3,0,0,0
2020/03/28,Brazil,2915,482,77,20
2020/03/28,BritishVirginIslands,2,0,0,0
2020/03/28,BruneiDarussalam,115,1,1,1
2020/03/28,BurkinaFaso,146,0,3,0
2020/03/28,Cambodia,102,4,0,0
2020/03/28,Cameroon,75,0,1,0
2020/03/28,Canada,4018,463,39,4
2020/03/28,CaymanIslands,8,0,1,0
2020/03/28,Chile,1610,304,5,1
2020/03/28,China,82213,135,3301,3
2020/03/28,Colombia,491,21,6,2
2020/03/28,Congo,19,15,0,0
2020/03/28,CostaRica,231,30,2,0
2020/03/28,Coted’Ivoire,92,12,0,0
2020/03/28,Cuba,80,13,2,1
2020/03/28,Curaçao,7,0,1,0
2020/03/28,Czechia,2279,217,9,0
2020/03/28,DemocraticRepublic,6,0,0,0
2020/03/28,Denmark,2046,169,52,11
2020/03/28,Djibouti,13,1,0,0
2020/03/28,Dominica,11,0,0,0
2020/03/28,DominicanRepublic,581,93,20,10
2020/03/28,Ecuador,1595,384,36,7
2020/03/28,Egypt,536,41,30,6
2020/03/28,ElSalvador,13,0,0,0
2020/03/28,Eswatini,9,3,0,0
2020/03/28,Ethiopia,16,4,0,0
2020/03/28,FaroeIslands,144,4,0,0
2020/03/28,Fiji,5,0,0,0
2020/03/28,Finland,1025,67,7,3
2020/03/28,France,32542,3756,1992,297
2020/03/28,FrenchGuiana,31,3,0,0
2020/03/28,FrenchPolynesia,30,0,0,0
2020/03/28,Gabon,7,1,1,0
2020/03/28,Germany,48582,6294,325,72
2020/03/28,Ghana,137,5,4,1
2020/03/28,Gibraltar,55,20,0,0
2020/03/28,Grandtotal,571659,26493,62495,3158
2020/03/28,Greece,966,74,28,2
2020/03/28,Greenland,9,3,0,0
2020/03/28,Grenada,7,0,0,0
2020/03/28,Guadeloupe,96,20,2,2
2020/03/28,Guam,51,6,1,0
2020/03/28,Guatemala,25,1,1,0
2020/03/28,Guernsey,36,2,0,0
2020/03/28,Guinea,8,3,0,0
2020/03/28,Guyana,5,0,1,0
2020/03/28,Haiti,8,0,0,0
2020/03/28,Honduras,67,15,1,0
2020/03/28,Iceland,890,88,2,0
2020/03/28,India,724,0,17,0
2020/03/28,Indonesia,1046,153,87,9
2020/03/28,Iraq,458,76,40,4
2020/03/28,Ireland,2121,302,22,3
2020/03/28,Islands,17,0,0,0
2020/03/28,Islands,2,0,0,0
2020/03/28,IsleofMan,29,3,0,0
2020/03/28,Israel,3460,425,12,2
2020/03/28,Italy,86498,5959,9136,971
2020/03/28,Jamaica,26,0,1,0
2020/03/28,Japan,1499,112,49,3
2020/03/28,Jersey,52,20,1,0
2020/03/28,Jordan,235,23,1,1
2020/03/28,Kenya,25,0,1,0
2020/03/28,Kosovo,88,9,1,0
2020/03/28,Kuwait,235,27,0,0
2020/03/28,Lebanon,391,23,8,2
2020/03/28,Libya,1,0,0,0
2020/03/28,Luxembourg,1605,152,15,6
2020/03/28,Madagascar,26,2,0,0
2020/03/28,Malaysia,2161,130,26,3
2020/03/28,Maldives,13,0,0,0
2020/03/28,Mali,9,7,0,0
2020/03/28,Martinique,93,27,1,0
2020/03/28,Mauritius,96,15,2,0
2020/03/28,Mexico,589,111,8,3
2020/03/28,Mongolia,12,1,0,0
2020/03/28,Montserrat,5,3,0,0
2020/03/28,Morocco,358,83,23,13
2020/03/28,Mozambique,7,2,0,0
2020/03/28,Myanmar,5,0,0,0
2020/03/28,Namibia,8,0,0,0
2020/03/28,Nepal,3,0,0,0
2020/03/28,Netherlands,8603,1172,546,112
2020/03/28,NewCaledonia,15,1,0,0
2020/03/28,NewZealand,416,78,0,0
2020/03/28,Nicaragua,2,0,1,1
2020/03/28,Niger,10,0,1,0
2020/03/28,Nigeria,65,0,1,0
2020/03/28,Norway,3581,425,16,2
2020/03/28,Oman,152,43,0,0
2020/03/28,Pakistan,1235,178,9,1
2020/03/28,Panama,674,116,9,1
2020/03/28,PapuaNewGuinea,1,0,0,0
2020/03/28,Paraguay,52,11,3,0
2020/03/28,Peru,580,0,9,0
2020/03/28,Philippines,803,96,54,9
2020/03/28,Poland,1389,168,16,0
2020/03/28,Portugal,4268,724,76,16
2020/03/28,PuertoRico,64,0,2,0
2020/03/28,Qatar,562,13,0,0
2020/03/28,Republicof),106,15,0,0
2020/03/28,RepublicofKorea,9478,146,144,5
2020/03/28,Romania,1292,263,24,7
2020/03/28,RussianFederation,1264,228,4,1
2020/03/28,Rwanda,54,4,0,0
2020/03/28,SaintBarthélemy,5,2,0,0
2020/03/28,SaintKittsandNevis,2,0,0,0
2020/03/28,SaintLucia,3,0,0,0
2020/03/28,SaintMartin,12,1,0,0
2020/03/28,SaudiArabia,1104,92,3,0
2020/03/28,Senegal,119,14,0,0
2020/03/28,Seychelles,7,0,0,0
2020/03/28,Singapore,732,49,2,0
2020/03/28,SintMaarten,3,1,0,0
2020/03/28,Slovenia,632,55,9,4
2020/03/28,Somalia,3,0,0,0
2020/03/28,SouthAfrica,1170,243,2,2
2020/03/28,Spain,64059,7871,4858,769
2020/03/28,SriLanka,106,0,0,0
2020/03/28,Stateof),61,22,0,0
2020/03/28,Sudan,3,0,1,0
2020/03/28,Suriname,8,1,0,0
2020/03/28,Sweden,3046,240,92,26
2020/03/28,Switzerland,12104,1390,197,36
2020/03/28,SyrianArabRepublic,5,0,0,0
2020/03/28,Tanzania,13,0,0,0
2020/03/28,Thailand,1136,0,5,0
2020/03/28,TheUnitedKingdom,14547,2885,759,181
2020/03/28,Timor-Leste,1,0,0,0
2020/03/28,Togo,25,1,0,0
2020/03/28,TrinidadandTobago,66,5,2,1
2020/03/28,Tunisia,227,30,6,1
2020/03/28,Turkey,5698,2069,92,17
2020/03/28,Uganda,14,0,0,0
2020/03/28,UnitedArabEmirates,405,72,2,0
2020/03/28,Uruguay,238,21,0,0
2020/03/28,VietNam,169,16,0,0
2020/03/28,Zambia,13,10,0,0
2020/03/28,of),32332,2926,2378,144
2020/03/28,oftheCongo,58,4,4,0
2020/03/28,territory,97,13,1,0
2020/03/29,Afghanistan,114,8,4,2
2020/03/29,Albania,212,15,10,1
2020/03/29,Algeria,409,42,26,1
2020/03/29,America,103321,18093,1668,425
2020/03/29,Anguilla,2,0,0,0
2020/03/29,AntiguaandBarbuda,7,0,0,0
2020/03/29,Argentina,690,101,17,5
2020/03/29,Aruba,46,18,0,0
2020/03/29,Australia,3966,331,16,2
2020/03/29,Austria,8291,594,68,0
2020/03/29,Azerbaijan,164,17,4,1
2020/03/29,Bahamas,10,1,0,0
2020/03/29,Bahrain,476,3,4,0
2020/03/29,Barbados,24,0,0,0
2020/03/29,Belarus,94,0,0,0
2020/03/29,Belgium,9134,1850,353,64
2020/03/29,Belize,2,0,0,0
2020/03/29,Bermuda,17,2,0,0
2020/03/29,Brazil,3417,502,92,15
2020/03/29,BritishVirginIslands,2,0,0,0
2020/03/29,BruneiDarussalam,120,5,1,0
2020/03/29,BurkinaFaso,146,0,3,0
2020/03/29,Cambodia,102,0,0,0
2020/03/29,Cameroon,91,16,2,1
2020/03/29,Canada,4757,739,55,16
2020/03/29,CaymanIslands,8,0,1,0
2020/03/29,Chile,1909,299,6,1
2020/03/29,China,82341,128,3306,5
2020/03/29,Colombia,539,48,6,0
2020/03/29,Congo,19,0,0,0
2020/03/29,CostaRica,263,32,2,0
2020/03/29,Coted’Ivoire,140,48,0,0
2020/03/29,Cuba,119,39,3,1
2020/03/29,Curaçao,7,0,1,0
2020/03/29,Cyprus,179,17,5,0
2020/03/29,Czechia,2663,384,11,2
2020/03/29,DemocraticRepublic,6,0,0,0
2020/03/29,Denmark,2201,155,65,13
2020/03/29,Djibouti,15,2,0,0
2020/03/29,Dominica,11,0,0,0
2020/03/29,DominicanRepublic,581,0,20,0
2020/03/29,Ecuador,1823,228,48,12
2020/03/29,Egypt,576,40,36,6
2020/03/29,ElSalvador,19,6,0,0
2020/03/29,Eswatini,9,0,0,0
2020/03/29,Ethiopia,16,0,0,0
2020/03/29,FaroeIslands,155,11,0,0
2020/03/29,Fiji,5,0,0,0
2020/03/29,France,37145,4603,2311,319
2020/03/29,FrenchGuiana,31,0,0,0
2020/03/29,FrenchPolynesia,34,4,0,0
2020/03/29,Georgia,90,5,0,0
2020/03/29,Germany,52547,3965,389,64
2020/03/29,Ghana,137,0,4,0
2020/03/29,Gibraltar,56,1,0,0
2020/03/29,Grandtotal,634813,29891,63160,3398
2020/03/29,Greenland,10,1,0,0
2020/03/29,Grenada,7,0,0,0
2020/03/29,Grenadines,1,0,0,0
2020/03/29,Guadeloupe,96,0,2,0
2020/03/29,Guam,56,5,1,0
2020/03/29,Guatemala,32,7,1,0
2020/03/29,Guernsey,39,3,0,0
2020/03/29,Guyana,5,0,1,0
2020/03/29,Haiti,8,0,0,0
2020/03/29,Herzegovina,269,36,6,2
2020/03/29,HolySee,4,0,0,0
2020/03/29,Honduras,67,0,1,0
2020/03/29,Iraq,506,48,42,2
2020/03/29,Ireland,2415,294,36,14
2020/03/29,Islands,17,0,0,0
2020/03/29,Islands,2,0,0,0
2020/03/29,IsleofMan,32,3,0,0
2020/03/29,Israel,3865,405,15,3
2020/03/29,Italy,92472,5974,10023,887
2020/03/29,Jamaica,30,4,1,0
2020/03/29,Japan,1693,194,52,3
2020/03/29,Jersey,61,9,1,0
2020/03/29,Jordan,246,11,1,0
2020/03/29,Kazakhstan,265,61,1,0
2020/03/29,Kenya,25,0,1,0
2020/03/29,Kosovo,91,3,1,0
2020/03/29,Kuwait,235,0,0,0
2020/03/29,Kyrgyzstan,84,26,0,0
2020/03/29,Lebanon,412,21,8,0
2020/03/29,Libya,3,2,0,0
2020/03/29,Liechtenstein,61,1,0,0
2020/03/29,Luxembourg,1831,226,18,3
2020/03/29,Madagascar,26,0,0,0
2020/03/29,Malaysia,2320,159,27,1
2020/03/29,Mali,18,9,0,0
2020/03/29,Malta,139,0,0,0
2020/03/29,Martinique,93,0,1,0
2020/03/29,Mauritius,102,6,2,0
2020/03/29,Mexico,717,128,12,4
2020/03/29,Monaco,19,0,0,0
2020/03/29,Mongolia,12,0,0,0
2020/03/29,Montenegro,82,12,1,0
2020/03/29,Montserrat,5,0,0,0
2020/03/29,Morocco,437,79,26,3
2020/03/29,Netherlands,9762,1159,639,93
2020/03/29,NewCaledonia,15,0,0,0
2020/03/29,NewZealand,476,60,1,1
2020/03/29,Nicaragua,4,2,1,0
2020/03/29,Niger,10,0,1,0
2020/03/29,Nigeria,65,0,1,0
2020/03/29,NorthMacedonia,241,22,4,1
2020/03/29,Norway,3845,264,20,4
2020/03/29,Oman,167,15,0,0
2020/03/29,Pakistan,1526,291,13,4
2020/03/29,Panama,786,112,14,5
2020/03/29,PapuaNewGuinea,1,0,0,0
2020/03/29,Paraguay,56,4,3,0
2020/03/29,Peru,635,55,11,2
2020/03/29,Philippines,1075,272,68,14
2020/03/29,Poland,1638,249,18,2
2020/03/29,Portugal,5170,902,100,24
2020/03/29,PuertoRico,64,0,2,0
2020/03/29,Qatar,590,28,1,1
2020/03/29,Republicof),113,7,2,2
2020/03/29,RepublicofKorea,9583,105,152,8
2020/03/29,RepublicofMoldova,231,32,2,0
2020/03/29,RussianFederation,1534,270,8,4
2020/03/29,Rwanda,60,6,0,0
2020/03/29,SaintBarthélemy,5,0,0,0
2020/03/29,SaintKittsandNevis,2,0,0,0
2020/03/29,SaintLucia,3,0,0,0
2020/03/29,SaintMartin,6,0,0,0
2020/03/29,SanMarino,228,0,22,1
2020/03/29,SaudiArabia,1203,99,4,1
2020/03/29,Senegal,119,0,0,0
2020/03/29,Singapore,802,70,2,0
2020/03/29,SintMaarten,3,0,0,0
2020/03/29,Somalia,3,0,0,0
2020/03/29,SouthAfrica,1187,17,1,0
2020/03/29,Spain,72248,8189,5690,832
2020/03/29,Stateof),74,13,0,0
2020/03/29,Sudan,5,2,1,0
2020/03/29,Suriname,8,0,0,0
2020/03/29,Sweden,3447,401,102,10
2020/03/29,Switzerland,13152,1048,235,38
2020/03/29,SyrianArabRepublic,5,0,0,0
2020/03/29,Tanzania,14,1,0,0
2020/03/29,TheUnitedKingdom,17093,2546,1019,260
2020/03/29,Togo,28,3,0,0
2020/03/29,TrinidadandTobago,74,8,2,0
2020/03/29,Tunisia,278,51,8,2
2020/03/29,Turkey,7402,1704,108,16
2020/03/29,Uganda,14,0,0,0
2020/03/29,UnitedArabEmirates,468,63,2,0
2020/03/29,Uruguay,274,36,0,0
2020/03/29,Uzbekistan,133,29,2,1
2020/03/29,VietNam,179,10,0,0
2020/03/29,Zambia,16,3,0,0
2020/03/29,of),35408,3076,2517,139
2020/03/29,theCongo,68,10,6,2
2020/03/30,Albania,223,11,10,0
2020/03/30,Algeria,454,45,29,3
2020/03/30,America,122653,19332,2112,444
2020/03/30,Andorra,341,20,6,2
2020/03/30,Anguilla,2,0,0,0
2020/03/30,AntiguaandBarbuda,7,0,0,0
2020/03/30,Argentina,745,55,19,2
2020/03/30,Armenia,482,58,3,0
2020/03/30,Aruba,46,0,0,0
2020/03/30,Australia,3966,0,16,0
2020/03/30,Austria,8813,522,86,18
2020/03/30,Azerbaijan,190,26,4,0
2020/03/30,Bahamas,10,0,0,0
2020/03/30,Bangladesh,49,1,5,0
2020/03/30,Barbados,26,2,0,0
2020/03/30,Belarus,152,58,0,0
2020/03/30,Belgium,10836,1702,431,78
2020/03/30,Belize,2,0,0,0
2020/03/30,Bermuda,22,5,0,0
2020/03/30,Bhutan,4,1,0,0
2020/03/30,Brazil,3904,487,114,22
2020/03/30,BritishVirginIslands,2,0,0,0
2020/03/30,BruneiDarussalam,126,6,1,0
2020/03/30,Bulgaria,346,15,8,1
2020/03/30,BurkinaFaso,222,76,3,0
2020/03/30,Cambodia,103,1,0,0
2020/03/30,Cameroon,113,22,2,0
2020/03/30,Canada,5655,898,61,6
2020/03/30,CaymanIslands,8,0,1,0
2020/03/30,Chile,1909,0,6,0
2020/03/30,China,82447,106,3310,4
2020/03/30,Colombia,608,69,6,0
2020/03/30,Congo,19,0,0,0
2020/03/30,CostaRica,295,32,2,0
2020/03/30,Coted’Ivoire,165,25,0,0
2020/03/30,Croatia,713,56,6,1
2020/03/30,Cuba,119,0,3,0
2020/03/30,Curaçao,7,0,1,0
2020/03/30,Cyprus,214,35,6,1
2020/03/30,Czechia,2829,166,16,5
2020/03/30,DemocraticRepublic,8,2,0,0
2020/03/30,Denmark,2395,194,72,7
2020/03/30,Dominica,11,0,0,0
2020/03/30,DominicanRepublic,581,0,20,0
2020/03/30,Ecuador,1835,12,48,0
2020/03/30,ElSalvador,24,5,0,0
2020/03/30,Estonia,679,39,3,2
2020/03/30,Ethiopia,21,5,0,0
2020/03/30,FaroeIslands,159,4,0,0
2020/03/30,Fiji,5,0,0,0
2020/03/30,Finland,1218,0,11,2
2020/03/30,France,39642,2497,2602,291
2020/03/30,FrenchGuiana,31,0,0,0
2020/03/30,FrenchPolynesia,35,1,0,0
2020/03/30,Georgia,98,8,0,0
2020/03/30,Germany,57298,4751,455,66
2020/03/30,Ghana,152,15,5,1
2020/03/30,Gibraltar,65,9,0,0
2020/03/30,Grandtotal,693282,33106,58469,3215
2020/03/30,Greece,1156,95,38,6
2020/03/30,Greenland,10,0,0,0
2020/03/30,Grenada,7,0,0,0
2020/03/30,Grenadines,1,0,0,0
2020/03/30,Guadeloupe,96,0,2,0
2020/03/30,Guam,56,0,1,0
2020/03/30,Guatemala,34,2,1,0
2020/03/30,Guernsey,39,0,0,0
2020/03/30,Guinea,16,8,0,0
2020/03/30,Guyana,5,0,1,0
2020/03/30,Haiti,15,7,0,0
2020/03/30,Herzegovina,325,56,6,0
2020/03/30,HolySee,6,2,0,0
2020/03/30,Honduras,110,43,2,1
2020/03/30,Hungary,447,39,15,2
2020/03/30,Iceland,1020,57,2,0
2020/03/30,India,1071,92,29,4
2020/03/30,Indonesia,1285,130,114,12
2020/03/30,Ireland,2615,200,46,10
2020/03/30,Islands,22,5,0,0
2020/03/30,Islands,4,2,0,0
2020/03/30,IsleofMan,42,10,0,0
2020/03/30,Israel,4247,382,15,0
2020/03/30,Italy,97689,5217,10781,758
2020/03/30,Jamaica,32,2,1,0
2020/03/30,Japan,1866,173,54,2
2020/03/30,Jersey,63,2,2,1
2020/03/30,Kazakhstan,294,29,1,0
2020/03/30,Kenya,25,0,1,0
2020/03/30,Kosovo,94,3,1,0
2020/03/30,Kyrgyzstan,84,0,0,0
2020/03/30,Latvia,376,71,0,0
2020/03/30,Liechtenstein,62,1,0,0
2020/03/30,Lithuania,484,90,7,0
2020/03/30,Luxembourg,1950,119,21,3
2020/03/30,Madagascar,37,11,0,0
2020/03/30,Malaysia,2470,150,34,7
2020/03/30,Maldives,17,1,0,0
2020/03/30,Mali,18,0,0,0
2020/03/30,Malta,151,12,0,0
2020/03/30,Martinique,105,12,2,1
2020/03/30,Mauritius,102,0,2,0
2020/03/30,Mexico,848,131,16,4
2020/03/30,Monaco,46,27,0,0
2020/03/30,Mongolia,12,0,0,0
2020/03/30,Montenegro,85,3,1,0
2020/03/30,Montserrat,5,0,0,0
2020/03/30,Myanmar,8,0,0,0
2020/03/30,Nepal,5,0,0,0
2020/03/30,Netherlands,10866,1104,771,132
2020/03/30,NewCaledonia,15,0,0,0
2020/03/30,NewZealand,552,76,1,0
2020/03/30,Nicaragua,4,0,1,0
2020/03/30,Niger,20,10,3,2
2020/03/30,Nigeria,65,0,1,0
2020/03/30,NorthMacedonia,259,18,6,2
2020/03/30,Norway,4102,257,22,2
2020/03/30,Panama,901,115,17,3
2020/03/30,PapuaNewGuinea,1,0,0,0
2020/03/30,Paraguay,59,3,3,0
2020/03/30,Peru,671,36,11,0
2020/03/30,Philippines,1418,343,71,3
2020/03/30,Poland,1862,224,22,4
2020/03/30,Portugal,5962,792,119,19
2020/03/30,PuertoRico,64,0,2,0
2020/03/30,Republicof),113,0,2,0
2020/03/30,RepublicofKorea,9661,78,158,6
2020/03/30,RepublicofMoldova,263,32,2,0
2020/03/30,Romania,1760,308,40,11
2020/03/30,RussianFederation,1534,0,10,2
2020/03/30,Rwanda,70,10,0,0
2020/03/30,SaintBarthélemy,5,0,0,0
2020/03/30,SaintKittsandNevis,4,2,0,0
2020/03/30,SaintLucia,4,1,0,0
2020/03/30,SaintMartin,6,0,0,0
2020/03/30,SanMarino,229,1,24,2
2020/03/30,Senegal,142,23,0,0
2020/03/30,Serbia,741,82,13,3
2020/03/30,Singapore,844,42,3,1
2020/03/30,SintMaarten,3,0,0,0
2020/03/30,Slovakia,336,41,0,0
2020/03/30,Slovenia,730,39,11,2
2020/03/30,SouthAfrica,1280,93,1,0
2020/03/30,Spain,78797,6549,6528,838
2020/03/30,SriLanka,120,14,1,1
2020/03/30,Stateof),74,0,0,0
2020/03/30,Suriname,8,0,0,0
2020/03/30,Sweden,3700,253,110,8
2020/03/30,Switzerland,14274,1122,257,22
2020/03/30,Thailand,1524,136,9,2
2020/03/30,TheUnitedKingdom,19526,2433,1228,209
2020/03/30,Timor-Leste,1,0,0,0
2020/03/30,Togo,28,0,1,1
2020/03/30,TrinidadandTobago,76,2,3,1
2020/03/30,Turkey,9271,1869,131,23
2020/03/30,Uganda,33,19,0,0
2020/03/30,Ukraine,480,62,11,2
2020/03/30,UnitedRepublicof,14,0,0,0
2020/03/30,Uruguay,303,29,0,0
2020/03/30,Uzbekistan,145,12,2,0
2020/03/30,VietNam,188,9,0,0
2020/03/30,Zambia,16,0,0,0
2020/03/30,oftheCongo,81,13,8,2
2020/03/30,the),2,0,0,0
2020/03/31,Albania,223,0,11,1
2020/03/31,Algeria,511,57,31,2
2020/03/31,America,140640,17987,2398,286
2020/03/31,Andorra,370,29,8,2
2020/03/31,Anguilla,2,0,0,0
2020/03/31,AntiguaandBarbuda,7,0,0,0
2020/03/31,Argentina,820,75,20,1
2020/03/31,Armenia,482,0,3,0
2020/03/31,Aruba,50,4,0,0
2020/03/31,Australia,4359,393,18,2
2020/03/31,Austria,9618,805,108,22
2020/03/31,Azerbaijan,273,83,4,0
2020/03/31,Bahamas,14,4,0,0
2020/03/31,Bangladesh,49,0,5,0
2020/03/31,Barbados,33,7,0,0
2020/03/31,Belarus,152,0,0,0
2020/03/31,Belgium,11899,1063,513,82
2020/03/31,Belize,3,1,0,0
2020/03/31,Bermuda,22,0,0,0
2020/03/31,Bhutan,4,0,0,0
2020/03/31,Brazil,4256,352,136,22
2020/03/31,BritishVirginIslands,2,0,0,0
2020/03/31,BruneiDarussalam,127,1,1,0
2020/03/31,Bulgaria,359,13,8,0
2020/03/31,BurkinaFaso,246,24,12,9
2020/03/31,Cambodia,107,4,0,0
2020/03/31,Cameroon,139,26,6,4
2020/03/31,Canada,6317,662,66,5
2020/03/31,CaymanIslands,12,4,1,0
2020/03/31,Chile,2449,540,8,2
2020/03/31,China,82545,98,3314,4
2020/03/31,Colombia,702,94,10,4
